_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
1531,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,3-Benefits,1765,CPP - Civilian,95100
1532,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1505,Regular salaries - Civilian A,943500
1533,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4312,Courses / seminars,2000
1534,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1506,Regular salaries - Civilian B,588800
1535,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,3-Benefits,1746,EI - Civilian,32400
1536,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4760,Membership fees,1200
1537,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,481800
1538,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,3-Benefits,1776,OMERS - Civilian,213000
1539,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4770,Parking expenses,200
1540,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1553,Shift Bonus - Civilian B,3000
1541,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,1-Salaries,1508,Regular salaries - Excluded,203400
1542,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,4-Materials & Supplies,2010,Stationery and office supplies,14200
1543,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4084,Public relations / promotions,1000
1544,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1543,Statutory Holiday - Civilian B,1600
1545,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,2-Premium Pay,1583,Callback premium pay - Civilian,300
1546,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,6570,Bank service charges,33500
1547,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4516,Repairs - technical equipment,100
1548,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1583,Callback premium pay - Civilian,700
1549,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,2-Premium Pay,1584,Lieutime premium pay - Civilian,1200
1550,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,4147,Clothing & equipment - repair,1000
1551,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4970,Services & rents - general,1000
1552,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1584,Lieutime premium pay - Civilian,14800
1553,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,4255,Conferences / seminars,3000
1554,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1765,CPP - Civilian,19000
1555,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4811,Wireless services,1800
1556,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1582,Overtime premium pay - Civilian,3800
1557,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1746,EI - Civilian,6500
1558,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1534,Alternate rate - Civilian A,20100
1559,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,4089,Consulting - Management/R&D,30000
1560,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1765,CPP - Civilian,87400
1561,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1776,OMERS - Civilian,81600
1562,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1533,Alternate rate - Uniform,15600
1563,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,4815,Courier services,400
1564,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1746,EI - Civilian,29900
1565,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,4-Materials & Supplies,2020,Books & Magazines,500
1566,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1505,Regular salaries - Civilian A,1177600
1567,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Employee Services,6-Services,4312,Courses / seminars,6800
1568,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1776,OMERS - Civilian,203700
1569,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,4-Materials & Supplies,2010,Stationery and office supplies,3000
1570,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,268500
1571,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,4-Materials & Supplies,2020,Books & Magazines,700
1572,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4206,Business travel - mileage,100
1573,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4225,Business travel - public transit,100
1574,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1504,Regular salaries - Uniform,4716600
1575,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4255,Conferences / seminars,3400
1576,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,4-Materials & Supplies,2082,Health & Safety supplies,500
1577,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4089,Consulting - Management/R&D,35000
1578,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,371200
1579,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,4-Materials & Supplies,2999,Miscellaneous materials,4800
1580,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4815,Courier services,100
1581,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1552,Shift Bonus - Civilian A,100
1582,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,4-Materials & Supplies,2010,Stationery and office supplies,16500
1583,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4312,Courses / seminars,3200
1584,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1551,Shift Bonus - Uniform,900
1585,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,5-Equipment,3420,Computers - software,4300
1586,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4760,Membership fees,1600
1587,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1514,Temporary - short-term,780000
1588,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4770,Parking expenses,100
1589,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1583,Callback premium pay - Civilian,2700
1590,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4084,Public relations / promotions,300
1591,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1573,Callback premium pay - Uniform,2100
1592,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4970,Services & rents - general,100
1593,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1584,Lieutime premium pay - Civilian,10200
1594,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4811,Wireless services,1000
1595,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1505,Regular salaries - Civilian A,378600
1596,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1574,Lieutime premium pay - Uniform,28100
1597,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,315800
1598,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1504,Regular salaries - Uniform,9709300
1599,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1573,Callback premium pay - Uniform,5100
1600,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1584,Lieutime premium pay - Civilian,2300
1601,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Information Technology Services,6-Services,4424,Contracted Services - general,600000
1602,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Information Technology Services,6-Services,4312,Courses / seminars,5400
1603,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Information Technology Services,6-Services,4760,Membership fees,400
1604,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Information Technology Services,6-Services,4084,Public relations / promotions,200
1605,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Information Technology Services,6-Services,4811,Wireless services,300
1606,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1534,Alternate rate - Civilian A,3300
1607,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1535,Alternate rate - Civilian B,22000
1608,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1505,Regular salaries - Civilian A,5441400
1609,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1506,Regular salaries - Civilian B,2540100
1610,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,1-Salaries,1505,Regular salaries - Civilian A,2148300
1611,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,1-Salaries,1505,Regular salaries - Civilian A,2036800
1612,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4811,Wireless services,900
1613,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,4-Materials & Supplies,2010,Stationery and office supplies,3000
1614,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,683500
1615,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1552,Shift Bonus - Civilian A,6500
1616,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1553,Shift Bonus - Civilian B,200
1617,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1546,Stand-By Pay - Civilian A,133200
1618,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1547,Stand-By Pay - Civilian B,50000
1619,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1542,Statutory Holiday - Civilian A,2500
1620,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,2-Premium Pay,1583,Callback premium pay - Civilian,32400
1621,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,2-Premium Pay,1584,Lieutime premium pay - Civilian,142100
1622,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,2-Premium Pay,1582,Overtime premium pay - Civilian,22700
1623,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,3-Benefits,1765,CPP - Civilian,311600
1624,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4255,Conferences / seminars,22700
1625,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,3-Benefits,1746,EI - Civilian,106600
1626,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,3-Benefits,1776,OMERS - Civilian,949500
1627,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,4-Materials & Supplies,2020,Books & Magazines,2500
1628,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,4-Materials & Supplies,2082,Health & Safety supplies,1400
1629,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,4-Materials & Supplies,2183,Parts - communication,571500
1630,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,4-Materials & Supplies,2010,Stationery and office supplies,69300
1631,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,5-Equipment,3099,General equipment,445000
1632,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4206,Business travel - mileage,200
1633,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,2-Premium Pay,1582,Overtime premium pay - Civilian,83900
1634,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,3-Benefits,1764,CPP - Uniform,34200
1635,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4230,Business travel - other expenses,1500
1636,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4255,Conferences / seminars,2300
1637,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4410,Contracted services - electrical,65000
1638,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4411,Contracted services - heating & A/C,47500
1639,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4436,Contracted Services - Voice Communication System,670000
1640,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4815,Courier services,500
1641,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4312,Courses / seminars,107200
1642,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,2215,Hydro,121300
1643,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,7080,IDC - Other services,93700
1644,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4832,Licenses - radio,411700
1645,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4659,Maintenance - computer,16050100
1646,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4760,Membership fees,4800
1647,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4770,Parking expenses,100
1648,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4530,Rental - non-office property,484500
1649,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4510,Rental - vehicles,19300
1650,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4516,Repairs - technical equipment,254900
1651,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4435,Service contracts,25000
1652,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4970,Services & rents - general,20000
1653,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4810,Telephone,208300
1654,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4342,Tool reimbursement,5100
1655,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4416,"Transfer, haulage and storage",8500
1656,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,6-Services,4811,Wireless services,16000
1657,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,7-Revenues,7654,IDR - Toronto Fire,-786200
1658,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,3-Benefits,1746,EI - Civilian,171200
1659,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,356700
1660,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4230,Business travel - other expenses,1000
1661,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,163000
1662,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,2-Premium Pay,1584,Lieutime premium pay - Civilian,5800
1663,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,3-Benefits,1744,EI - Uniform,11700
1664,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4225,Business travel - public transit,100
1665,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,3-Benefits,1765,CPP - Civilian,243200
1666,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4441,Contracted services - Cable TV,2000
1667,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4255,Conferences / seminars,1500
1668,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,1-Salaries,1546,Stand-By Pay - Civilian A,20500
1669,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,2-Premium Pay,1582,Overtime premium pay - Civilian,7500
1670,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,3-Benefits,1776,OMERS - Civilian,1018200
1671,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,3-Benefits,1765,CPP - Civilian,72300
1672,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4312,Courses / seminars,9900
1673,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,1-Salaries,1501,Regular salaries - Chief/Command,266300
1674,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,3-Benefits,1773,OMERS - Uniform,130100
1675,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,3-Benefits,1746,EI - Civilian,24600
1676,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,2-Premium Pay,1583,Callback premium pay - Civilian,1500
1677,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4424,Contracted Services - general,19500
1678,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4760,Membership fees,3000
1679,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,2-Premium Pay,1584,Lieutime premium pay - Civilian,31700
1680,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,3-Benefits,1776,OMERS - Civilian,275800
1681,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4770,Parking expenses,200
1682,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,3-Benefits,1746,EI - Civilian,83200
1683,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,268600
1684,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4815,Courier services,500
1685,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,4-Materials & Supplies,2020,Books & Magazines,200
1686,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,3-Benefits,1776,OMERS - Civilian,452400
1687,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4084,Public relations / promotions,300
1688,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,1-Salaries,1504,Regular salaries - Uniform,148100
1689,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,4-Materials & Supplies,2020,Books & Magazines,200
1690,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,4-Materials & Supplies,2010,Stationery and office supplies,22600
1691,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4312,Courses / seminars,85600
1692,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,4-Materials & Supplies,2020,Books & Magazines,400
1693,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,2-Premium Pay,1582,Overtime premium pay - Civilian,600
1694,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4970,Services & rents - general,300
1695,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,3-Benefits,1765,CPP - Civilian,11400
1696,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,3-Benefits,1765,CPP - Civilian,76000
1697,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,4-Materials & Supplies,2999,Miscellaneous materials,100
1698,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4813,Internet,1500
1699,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4811,Wireless services,600
1700,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,4-Materials & Supplies,2010,Stationery and office supplies,23500
1701,2023,Approved Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4419,Laundry services,3000
1702,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1534,Alternate rate - Civilian A,11000
1703,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,3-Benefits,1746,EI - Civilian,26000
1704,2023,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,5-Equipment,3410,Computers - hardware,7100
